==60546== NVPROF is profiling process 60546, command: python train.py --img 416 --batch 4 --epochs 20 --data bccd.yaml --weights yolov3-tiny.pt
Using torch 1.7.0 CUDA:0 (Tesla P40, 22919MB)

Namespace(adam=False, batch_size=4, bucket='', cache_images=False, cfg='', data='./data/bccd.yaml', device='', epochs=20, evolve=False, exist_ok=False, global_rank=-1, hyp='data/hyp.scratch.yaml', image_weights=False, img_size=[416, 416], local_rank=-1, log_imgs=16, multi_scale=False, name='exp', noautoanchor=False, nosave=False, notest=False, project='runs/train', rect=False, resume=False, save_dir='runs/train/exp29', single_cls=False, sync_bn=False, total_batch_size=4, weights='yolov3-tiny.pt', workers=8, world_size=1)
Start Tensorboard with "tensorboard --logdir runs/train", view at http://localhost:6006/
Hyperparameters {'lr0': 0.01, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0}
Overriding model.yaml nc=80 with nc=3

                 from  n    params  module                                  arguments                     
  0                -1  1       464  models.common.Conv                      [3, 16, 3, 1]                 
  1                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  2                -1  1      4672  models.common.Conv                      [16, 32, 3, 1]                
  3                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  4                -1  1     18560  models.common.Conv                      [32, 64, 3, 1]                
  5                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  6                -1  1     73984  models.common.Conv                      [64, 128, 3, 1]               
  7                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  8                -1  1    295424  models.common.Conv                      [128, 256, 3, 1]              
  9                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
 10                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 11                -1  1         0  torch.nn.modules.padding.ZeroPad2d      [[0, 1, 0, 1]]                
 12                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 1, 0]                     
 13                -1  1   4720640  models.common.Conv                      [512, 1024, 3, 1]             
 14                -1  1    262656  models.common.Conv                      [1024, 256, 1, 1]             
 15                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 16                -2  1     33024  models.common.Conv                      [256, 128, 1, 1]              
 17                -1  1         0  torch.nn.modules.upsampling.Upsample    [None, 2, 'nearest']          
 18           [-1, 8]  1         0  models.common.Concat                    [1]                           
 19                -1  1    885248  models.common.Conv                      [384, 256, 3, 1]              
 20          [19, 15]  1     18480  models.yolo.Detect                      [3, [[10, 14, 23, 27, 37, 58], [81, 82, 135, 169, 344, 319]], [256, 512]]
Model Summary: 59 layers, 8674496 parameters, 8674496 gradients

Transferred 68/72 items from yolov3-tiny.pt
Optimizer groups: 13 .bias, 13 conv.weight, 11 other

Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:00<?, ?it/s]

Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s][A
Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s]

Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:01<?, ?it/s]
Image sizes 416 train, 416 test
Using 4 dataloader workers
Logging results to runs/train/exp29
Starting training for 20 epochs...

     Epoch   gpu_mem       box       obj       cls     total   targets  img_size

  0%|          | 0/64 [00:00<?, ?it/s]
      0/19    0.587G     0.115    0.2764   0.03565     0.427        73       416:   0%|          | 0/64 [00:00<?, ?it/s]
      0/19    0.587G     0.115    0.2764   0.03565     0.427        73       416:   2%|▏         | 1/64 [00:00<00:45,  1.38it/s]
      0/19    0.593G     0.114    0.3136   0.03585    0.4634        92       416:   2%|▏         | 1/64 [00:00<00:45,  1.38it/s]
      0/19    0.593G     0.114    0.3136   0.03585    0.4634        92       416:   3%|▎         | 2/64 [00:00<00:36,  1.71it/s]
      0/19    0.593G    0.1142    0.3514   0.03567    0.5013       129       416:   3%|▎         | 2/64 [00:01<00:36,  1.71it/s]
      0/19    0.593G    0.1142    0.3514   0.03567    0.5013       129       416:   5%|▍         | 3/64 [00:01<00:29,  2.08it/s]
      0/19    0.593G    0.1135    0.3691   0.03572    0.5183       115       416:   5%|▍         | 3/64 [00:01<00:29,  2.08it/s]
      0/19    0.593G    0.1135    0.3691   0.03572    0.5183       115       416:   6%|▋         | 4/64 [00:01<00:23,  2.52it/s]
      0/19    0.593G    0.1136    0.3548   0.03559    0.5039        83       416:   6%|▋         | 4/64 [00:01<00:23,  2.52it/s]
      0/19    0.593G    0.1136    0.3548   0.03559    0.5039        83       416:   8%|▊         | 5/64 [00:01<00:19,  3.09it/s]
      0/19    0.593G    0.1137    0.3655   0.03561    0.5149       128       416:   8%|▊         | 5/64 [00:01<00:19,  3.09it/s]
      0/19    0.593G    0.1137    0.3655   0.03561    0.5149       128       416:   9%|▉         | 6/64 [00:01<00:16,  3.54it/s]
      0/19    0.593G    0.1137    0.3586   0.03563    0.5079        89       416:   9%|▉         | 6/64 [00:01<00:16,  3.54it/s]
      0/19    0.593G    0.1137    0.3586   0.03563    0.5079        89       416:  11%|█         | 7/64 [00:01<00:14,  4.06it/s]
      0/19    0.593G    0.1137    0.3572   0.03567    0.5066       100       416:  11%|█         | 7/64 [00:02<00:14,  4.06it/s]
      0/19    0.593G    0.1137    0.3572   0.03567    0.5066       100       416:  12%|█▎        | 8/64 [00:02<00:12,  4.45it/s]
      0/19    0.593G    0.1136    0.3451   0.03561    0.4943        61       416:  12%|█▎        | 8/64 [00:02<00:12,  4.45it/s]
      0/19    0.593G    0.1136    0.3451   0.03561    0.4943        61       416:  14%|█▍        | 9/64 [00:02<00:11,  4.74it/s]
      0/19    0.593G    0.1135    0.3436   0.03556    0.4927        89       416:  14%|█▍        | 9/64 [00:02<00:11,  4.74it/s]
      0/19    0.593G    0.1135    0.3436   0.03556    0.4927        89       416:  16%|█▌        | 10/64 [00:02<00:10,  4.97it/s]
      0/19    0.593G    0.1134    0.3468    0.0356    0.4959       106       416:  16%|█▌        | 10/64 [00:02<00:10,  4.97it/s]
      0/19    0.593G    0.1134    0.3468    0.0356    0.4959       106       416:  17%|█▋        | 11/64 [00:02<00:10,  5.19it/s]
      0/19    0.593G    0.1133    0.3424   0.03547    0.4912        79       416:  17%|█▋        | 11/64 [00:02<00:10,  5.19it/s]
      0/19    0.593G    0.1133    0.3424   0.03547    0.4912        79       416:  19%|█▉        | 12/64 [00:02<00:09,  5.36it/s]
      0/19    0.593G    0.1133    0.3401   0.03545    0.4888        83       416:  19%|█▉        | 12/64 [00:03<00:09,  5.36it/s]
      0/19    0.593G    0.1133    0.3401   0.03545    0.4888        83       416:  20%|██        | 13/64 [00:03<00:09,  5.23it/s]
      0/19    0.593G    0.1135    0.3366   0.03544    0.4856        83       416:  20%|██        | 13/64 [00:03<00:09,  5.23it/s]
      0/19    0.593G    0.1135    0.3366   0.03544    0.4856        83       416:  22%|██▏       | 14/64 [00:03<00:09,  5.43it/s]
      0/19    0.593G    0.1137    0.3381   0.03543    0.4872       107       416:  22%|██▏       | 14/64 [00:03<00:09,  5.43it/s]
      0/19    0.593G    0.1137    0.3381   0.03543    0.4872       107       416:  23%|██▎       | 15/64 [00:03<00:08,  5.54it/s]
      0/19    0.593G    0.1135    0.3299   0.03539    0.4788        47       416:  23%|██▎       | 15/64 [00:03<00:08,  5.54it/s]
      0/19    0.593G    0.1135    0.3299   0.03539    0.4788        47       416:  25%|██▌       | 16/64 [00:03<00:08,  5.69it/s]
      0/19    0.593G    0.1134    0.3359   0.03534    0.4846       117       416:  25%|██▌       | 16/64 [00:03<00:08,  5.69it/s]
      0/19    0.593G    0.1134    0.3359   0.03534    0.4846       117       416:  27%|██▋       | 17/64 [00:03<00:08,  5.72it/s]
      0/19    0.593G    0.1133    0.3321   0.03532    0.4807        66       416:  27%|██▋       | 17/64 [00:03<00:08,  5.72it/s]
      0/19    0.593G    0.1133    0.3321   0.03532    0.4807        66       416:  28%|██▊       | 18/64 [00:03<00:07,  5.76it/s]
      0/19    0.593G    0.1132    0.3301   0.03528    0.4786        77       416:  28%|██▊       | 18/64 [00:04<00:07,  5.76it/s]
      0/19    0.593G    0.1132    0.3301   0.03528    0.4786        77       416:  30%|██▉       | 19/64 [00:04<00:07,  5.70it/s]
      0/19    0.593G    0.1131    0.3334   0.03525    0.4818       106       416:  30%|██▉       | 19/64 [00:04<00:07,  5.70it/s]
      0/19    0.593G    0.1131    0.3334   0.03525    0.4818       106       416:  31%|███▏      | 20/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G     0.113    0.3364   0.03523    0.4846        98       416:  31%|███▏      | 20/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G     0.113    0.3364   0.03523    0.4846        98       416:  33%|███▎      | 21/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G    0.1128    0.3324   0.03526    0.4805        58       416:  33%|███▎      | 21/64 [00:04<00:07,  5.72it/s]
      0/19    0.593G    0.1128    0.3324   0.03526    0.4805        58       416:  34%|███▍      | 22/64 [00:04<00:07,  5.78it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  37%|███▋      | 7/19 [00:00<00:01, 10.13it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  47%|████▋     | 9/19 [00:00<00:00, 10.20it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  58%|█████▊    | 11/19 [00:01<00:00, 10.55it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  68%|██████▊   | 13/19 [00:01<00:00, 10.47it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  79%|███████▉  | 15/19 [00:01<00:00, 10.57it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  89%|████████▉ | 17/19 [00:01<00:00, 10.76it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95: 100%|██████████| 19/19 [00:01<00:00, 11.47it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95: 100%|██████████| 19/19 [00:01<00:00, 10.87it/s]

     Epoch   gpu_mem       box       obj       cls     total   targets  img_size

  0%|          | 0/64 [00:00<?, ?it/s]
      2/19     0.56G   0.08399    0.2339    0.0247    0.3426        47       416:   0%|          | 0/64 [00:00<?, ?it/s]
      2/19     0.56G   0.08803    0.3452   0.02437    0.4576       113       416:   0%|          | 0/64 [00:00<?, ?it/s]
      2/19     0.56G   0.08803    0.3452   0.02437    0.4576       113       416:   3%|▎         | 2/64 [00:00<00:07,  8.40it/s]
      2/19     0.56G    0.0871    0.3351   0.02395    0.4462        65       416:   3%|▎         | 2/64 [00:00<00:07,  8.40it/s]
      2/19     0.56G   0.08642    0.3339   0.02416    0.4444        73       416:   3%|▎         | 2/64 [00:00<00:07,  8.40it/s]
      2/19     0.56G   0.08642    0.3339   0.02416    0.4444        73       416:   6%|▋         | 4/64 [00:00<00:06,  8.77it/s]
      2/19     0.56G   0.08771    0.3537   0.02403    0.4655       113       416:   6%|▋         | 4/64 [00:00<00:06,  8.77it/s]
      2/19     0.56G   0.08771    0.3537   0.02403    0.4655       113       416:   8%|▊         | 5/64 [00:00<00:07,  8.21it/s]
      2/19     0.56G   0.08938     0.352   0.02426    0.4656        91       416:   8%|▊         | 5/64 [00:00<00:07,  8.21it/s]
      2/19     0.56G   0.09041    0.3773   0.02428     0.492       142       416:   8%|▊         | 5/64 [00:00<00:07,  8.21it/s]
      2/19     0.56G   0.09041    0.3773   0.02428     0.492       142       416:  11%|█         | 7/64 [00:00<00:06,  8.59it/s]
      2/19     0.56G   0.08996     0.377   0.02422    0.4912        91       416:  11%|█         | 7/64 [00:00<00:06,  8.59it/s]
      2/19     0.56G   0.08996     0.377   0.02422    0.4912        91       416:  12%|█▎        | 8/64 [00:00<00:06,  8.13it/s]
      2/19     0.56G   0.09036    0.3845   0.02426    0.4991       114       416:  12%|█▎        | 8/64 [00:01<00:06,  8.13it/s]
      2/19     0.56G   0.08934    0.3833   0.02392    0.4966        83       416:  12%|█▎        | 8/64 [00:01<00:06,  8.13it/s]
      2/19     0.56G   0.08934    0.3833   0.02392    0.4966        83       416:  16%|█▌        | 10/64 [00:01<00:06,  8.57it/s]
      2/19     0.56G   0.08864    0.3843   0.02385    0.4968        87       416:  16%|█▌        | 10/64 [00:01<00:06,  8.57it/s]
      2/19     0.56G   0.08864    0.3843   0.02385    0.4968        87       416:  17%|█▋        | 11/64 [00:01<00:06,  8.03it/s]
      2/19     0.56G   0.08821    0.3804   0.02362    0.4922        78       416:  17%|█▋        | 11/64 [00:01<00:06,  8.03it/s]
      2/19     0.56G   0.08852    0.3726   0.02365    0.4848        61       416:  17%|█▋        | 11/64 [00:01<00:06,  8.03it/s]
      2/19     0.56G   0.08852    0.3726   0.02365    0.4848        61       416:  20%|██        | 13/64 [00:01<00:06,  8.46it/s]
      2/19     0.56G   0.08864    0.3685   0.02372    0.4808        78       416:  20%|██        | 13/64 [00:01<00:06,  8.46it/s]
      2/19     0.56G   0.08864    0.3685   0.02372    0.4808        78       416:  22%|██▏       | 14/64 [00:01<00:06,  8.09it/s]
      2/19     0.56G   0.08913    0.3752   0.02377    0.4881       116       416:  22%|██▏       | 14/64 [00:01<00:06,  8.09it/s]
      2/19     0.56G    0.0896    0.3739   0.02374    0.4872        93       416:  22%|██▏       | 14/64 [00:01<00:06,  8.09it/s]
      2/19     0.56G    0.0896    0.3739   0.02374    0.4872        93       416:  25%|██▌       | 16/64 [00:01<00:05,  8.57it/s]
      2/19     0.56G   0.08936    0.3742   0.02372    0.4873        86       416:  25%|██▌       | 16/64 [00:01<00:05,  8.57it/s]
      2/19     0.56G   0.08936    0.3742   0.02372    0.4873        86       416:  27%|██▋       | 17/64 [00:01<00:05,  7.98it/s]
      2/19     0.56G   0.08948    0.3772   0.02369    0.4904       112       416:  27%|██▋       | 17/64 [00:02<00:05,  7.98it/s]
      2/19     0.56G   0.08948    0.3772   0.02369    0.4904       112       416:  28%|██▊       | 18/64 [00:02<00:05,  8.32it/s]
      2/19     0.56G   0.08958    0.3793   0.02375    0.4926       105       416:  28%|██▊       | 18/64 [00:02<00:05,  8.32it/s]
      2/19     0.56G   0.08958    0.3793   0.02375    0.4926       105       416:  30%|██▉       | 19/64 [00:02<00:05,  8.36it/s]
      2/19     0.56G   0.08959    0.3771   0.02363    0.4903        85       416:  30%|██▉       | 19/64 [00:02<00:05,  8.36it/s]
      2/19     0.56G   0.08959    0.3771   0.02363    0.4903        85       416:  31%|███▏      | 20/64 [00:02<00:05,  7.99it/s]
      2/19     0.56G   0.08965    0.3817   0.02365     0.495       119       416:  31%|███▏      | 20/64 [00:02<00:05,  7.99it/s]
      2/19     0.56G   0.08965    0.3817   0.02365     0.495       119       416:  33%|███▎      | 21/64 [00:02<00:05,  8.40it/s]
      2/19     0.56G   0.08924    0.3768   0.02373    0.4897        56       416:  33%|███▎      | 21/64 [00:02<00:05,  8.40it/s]
      2/19     0.56G   0.08924    0.3768   0.02373    0.4897        56       416:  34%|███▍      | 22/64 [00:02<00:04,  8.54it/s]
      2/19     0.56G   0.08885    0.3707   0.02368    0.4832        49       416:  34%|███▍      | 22/64 [00:02<00:04,  8.54it/s]
      2/19     0.56G   0.08885    0.3707   0.02368    0.4832        49       416:  36%|███▌      | 23/64 [00:02<00:05,  7.62it/s]
      2/19     0.56G   0.08855      0.37   0.02365    0.4822        79       416:  36%|███▌      | 23/64 [00:02<00:05,  7.62it/s]
      2/19     0.56G   0.08855      0.37   0.02365    0.4822        79       416:  38%|███▊      | 24/64 [00:02<00:05,  7.58it/s]
      2/19     0.56G   0.08856    0.3663   0.02366    0.4786        59       416:  38%|███▊      | 24/64 [00:02<00:05,  7.58it/s]
      2/19     0.56G   0.08856    0.3663   0.02366    0.4786        59       416:  39%|███▉      | 25/64 [00:02<00:05,  7.40it/s]
      2/19     0.56G    0.0883    0.3679   0.02351    0.4797        97       416:  39%|███▉      | 25/64 [00:03<00:05,  7.40it/s]
      2/19     0.56G    0.0883    0.3679   0.02351    0.4797        97       416:  41%|████      | 26/64 [00:03<00:06,  6.28it/s]
      2/19     0.56G   0.08853    0.3745   0.02349    0.4865       142       416:  41%|████      | 26/64 [00:03<00:06,  6.28it/s]
      2/19     0.56G   0.08853    0.3745   0.02349    0.4865       142       416:  42%|████▏     | 27/64 [00:03<00:05,  6.69it/s]
      2/19     0.56G   0.08859    0.3731   0.02344    0.4851        89       416:  42%|████▏     | 27/64 [00:03<00:05,  6.69it/s]
      2/19     0.56G   0.08859    0.3731   0.02344    0.4851        89       416:  44%|████▍     | 28/64 [00:03<00:05,  6.81it/s]
      2/19     0.56G   0.08831    0.3733   0.02341     0.485        80       416:  44%|████▍     | 28/64 [00:03<00:05,  6.81it/s]
      2/19     0.56G   0.08831    0.3733   0.02341     0.485        80       416:  45%|████▌     | 29/64 [00:03<00:05,  6.20it/s]
      2/19     0.56G   0.08826    0.3712   0.02349    0.4829        76       416:  45%|████▌     | 29/64 [00:03<00:05,  6.20it/s]
      2/19     0.56G   0.08826    0.3712   0.02349    0.4829        76       416:  47%|████▋     | 30/64 [00:03<00:05,  6.54it/s]
      2/19     0.56G   0.08801    0.3673   0.02341    0.4787        50       416:  47%|████▋     | 30/64 [00:03<00:05,  6.54it/s]
      2/19     0.56G   0.08801    0.3673   0.02341    0.4787        50       416:  48%|████▊     | 31/64 [00:03<00:04,  6.82it/s]
      2/19     0.56G   0.08777    0.3679   0.02333     0.479        87       416:  48%|████▊     | 31/64 [00:04<00:04,  6.82it/s]
      2/19     0.56G   0.08777    0.3679   0.02333     0.479        87       416:  50%|█████     | 32/64 [00:04<00:05,  6.24it/s]
      2/19     0.56G   0.08791    0.3662   0.02336    0.4775        79       416:  50%|█████     | 32/64 [00:04<00:05,  6.24it/s]
      2/19     0.56G   0.08791    0.3662   0.02336    0.4775        79       416:  52%|█████▏    | 33/64 [00:04<00:04,  6.67it/s]
      2/19     0.56G    0.0879    0.3672   0.02327    0.4784       102       416:  52%|█████▏    | 33/64 [00:04<00:04,  6.67it/s]
      2/19     0.56G    0.0879    0.3672   0.02327    0.4784       102       416:  53%|█████▎    | 34/64 [00:04<00:04,  6.80it/s]
      2/19     0.56G   0.08791    0.3669   0.02324     0.478        84       416:  53%|█████▎    | 34/64 [00:04<00:04,  6.80it/s]
      2/19     0.56G   0.08791    0.3669   0.02324     0.478        84       416:  55%|█████▍    | 35/64 [00:04<00:04,  6.25it/s]
      2/19     0.56G   0.08783    0.3675   0.02321    0.4786        95       416:  55%|█████▍    | 35/64 [00:04<00:04,  6.25it/s]
      2/19     0.56G   0.08783    0.3675   0.02321    0.4786        95       416:  56%|█████▋    | 36/64 [00:04<00:04,  6.66it/s]
      2/19     0.56G   0.08769    0.3697   0.02314    0.4805       104       416:  56%|█████▋    | 36/64 [00:04<00:04,  6.66it/s]
      2/19     0.56G   0.08769    0.3697   0.02314    0.4805       104       416:  58%|█████▊    | 37/64 [00:04<00:03,  6.81it/s]
      2/19     0.56G   0.08766    0.3695   0.02319    0.4804        86       416:  58%|█████▊    | 37/64 [00:05<00:03,  6.81it/s]
      2/19     0.56G   0.08766    0.3695   0.02319    0.4804        86       416:  59%|█████▉    | 38/64 [00:05<00:04,  6.36it/s]
      2/19     0.56G   0.08726    0.3677   0.02306     0.478        60       416:  59%|█████▉    | 38/64 [00:05<00:04,  6.36it/s]
      2/19     0.56G   0.08726    0.3677   0.02306     0.478        60       416:  61%|██████    | 39/64 [00:05<00:03,  6.70it/s]
      2/19     0.56G   0.08706     0.369   0.02304    0.4791        87       416:  61%|██████    | 39/64 [00:05<00:03,  6.70it/s]
      2/19     0.56G   0.08706     0.369   0.02304    0.4791        87       416:  62%|██████▎   | 40/64 [00:05<00:03,  6.85it/s]
      2/19     0.56G   0.08688     0.369   0.02299    0.4789        81       416:  62%|██████▎   | 40/64 [00:05<00:03,  6.85it/s]
      2/19     0.56G   0.08688     0.369   0.02299    0.4789        81       416:  64%|██████▍   | 41/64 [00:05<00:03,  6.46it/s]
      2/19     0.56G   0.08687    0.3678   0.02299    0.4776        76       416:  64%|██████▍   | 41/64 [00:05<00:03,  6.46it/s]
      2/19     0.56G   0.08687    0.3678   0.02299    0.4776        76       416:  66%|██████▌   | 42/64 [00:05<00:03,  6.69it/s]
      2/19     0.56G   0.08666    0.3661   0.02293    0.4756        61       416:  66%|██████▌   | 42/64 [00:05<00:03,  6.69it/s]
      2/19     0.56G   0.08666    0.3661   0.02293    0.4756        61       416:  67%|██████▋   | 43/64 [00:05<00:03,  6.78it/s]
      2/19     0.56G   0.08662    0.3688   0.02286    0.4783       120       416:  67%|██████▋   | 43/64 [00:05<00:03,  6.78it/s]
      2/19     0.56G   0.08662    0.3688   0.02286    0.4783       120       416:  69%|██████▉   | 44/64 [00:05<00:02,  6.85it/s]
      2/19     0.56G   0.08641    0.3671   0.02287    0.4764        60       416:  69%|██████▉   | 44/64 [00:06<00:02,  6.85it/s]
      2/19     0.56G   0.08641    0.3671   0.02287    0.4764        60       416:  70%|███████   | 45/64 [00:06<00:03,  6.32it/s]
      2/19     0.56G   0.08623    0.3651   0.02279    0.4741        60       416:  70%|███████   | 45/64 [00:06<00:03,  6.32it/s]
      2/19     0.56G   0.08623    0.3651   0.02279    0.4741        60       416:  72%|███████▏  | 46/64 [00:06<00:02,  6.74it/s]
      2/19     0.56G   0.08617    0.3654   0.02278    0.4743        82       416:  72%|███████▏  | 46/64 [00:06<00:02,  6.74it/s]
      2/19     0.56G   0.08617    0.3654   0.02278    0.4743        82       416:  73%|███████▎  | 47/64 [00:06<00:02,  6.89it/s]
      2/19     0.56G   0.08598    0.3638   0.02278    0.4726        62       416:  73%|███████▎  | 47/64 [00:06<00:02,  6.89it/s]
      2/19     0.56G   0.08598    0.3638   0.02278    0.4726        62       416:  75%|███████▌  | 48/64 [00:06<00:02,  6.78it/s]
      2/19     0.56G   0.08581    0.3625   0.02277    0.4711        59       416:  75%|███████▌  | 48/64 [00:06<00:02,  6.78it/s]
      2/19     0.56G   0.08581    0.3625   0.02277    0.4711        59       416:  77%|███████▋  | 49/64 [00:06<00:02,  6.30it/s]
      2/19     0.56G   0.08578    0.3639   0.02277    0.4724       103       416:  77%|███████▋  | 49/64 [00:06<00:02,  6.30it/s]
      2/19     0.56G   0.08578    0.3639   0.02277    0.4724       103       416:  78%|███████▊  | 50/64 [00:06<00:02,  6.64it/s]
      2/19     0.56G   0.08584    0.3656   0.02276    0.4742       113       416:  78%|███████▊  | 50/64 [00:06<00:02,  6.64it/s]
